Lema	Clase	Frec. gral.	Frec. norm.	Frec. norm.
250	M	4882	12.717	14.599
suministrar	V	4877	12.704	14.584
frustrar	V	4875	12.698	14.578
supuesto	N	4875	12.698	14.578
reponer	V	4874	12.696	14.575
bailarín	N	4873	12.693	14.572
exportar	V	4873	12.693	14.572
kg	N	4873	12.693	14.572
imaginario	A	4872	12.691	14.569
Mariana	K	4869	12.683	14.56
Málaga	K	4869	12.683	14.56
estudiantil	A	4868	12.68	14.557
aburrir	V	4864	12.67	14.545
apurar	V	4863	12.667	14.542
alusión	N	4862	12.665	14.539
helicóptero	N	4860	12.659	14.533
guante	N	4854	12.644	14.515
suscribir	V	4851	12.636	14.506
diagnosticar	V	4850	12.633	14.504
1.000	M	4845	12.62	14.489
corporativo	A	4844	12.618	14.486
acorde	A	4843	12.615	14.483
incapacidad	N	4842	12.612	14.48
vena	N	4842	12.612	14.48
sentimental	A	4841	12.61	14.477
detallado	A	4839	12.605	14.471
empeñar	V	4839	12.605	14.471
superficial	A	4835	12.594	14.459
ordenamiento	N	4834	12.592	14.456
instar	V	4832	12.586	14.45
intensivo	A	4831	12.584	14.447
confesión	N	4830	12.581	14.444
sugerencia	N	4829	12.579	14.441
estrato	N	4826	12.571	14.432
artesanal	A	4824	12.566	14.426
oh	I	4823	12.563	14.423
sudamericano	A	4821	12.558	14.417
informado	A	4820	12.555	14.414
olla	N	4820	12.555	14.414
madurez	N	4819	12.553	14.411
Holanda	K	4818	12.55	14.408
viuda	N	4818	12.55	14.408
Colón	K	4817	12.547	14.405
volcán	N	4817	12.547	14.405
entretener	V	4816	12.545	14.402
donar	V	4814	12.54	14.396
península	N	4814	12.54	14.396
simpático	A	4814	12.54	14.396
asaltar	V	4812	12.534	14.39
censo	N	4812	12.534	14.39
embarcación	N	4812	12.534	14.39
48	M	4811	12.532	14.387
Egipto	K	4811	12.532	14.387
brutal	A	4810	12.529	14.384
coño	N	4801	12.506	14.357
precipitación	N	4799	12.5	14.351
tóxico	A	4797	12.495	14.345
atributo	N	4794	12.487	14.336
dos	N	4792	12.482	14.33
abstracto	A	4791	12.48	14.327
consistente	A	4790	12.477	14.324
reivindicar	V	4789	12.474	14.321
mira	N	4788	12.472	14.318
retrasar	V	4787	12.469	14.315
redactar	V	4784	12.461	14.306
Moscú	K	4780	12.451	14.294
señalado	A	4780	12.451	14.294
debilitar	V	4777	12.443	14.285
tímido	A	4777	12.443	14.285
entretenimiento	N	4774	12.435	14.276
comisaría	N	4771	12.428	14.267
legado	N	4771	12.428	14.267
gordo	N	4770	12.425	14.264
recomendable	A	4768	12.42	14.258
..	Y	4767	12.417	14.255
cobre	N	4767	12.417	14.255
accesible	A	4765	12.412	14.249
trigo	N	4763	12.407	14.243
ampliamente	R	4760	12.399	14.234
brigada	N	4760	12.399	14.234
oso	N	4760	12.399	14.234
alquilar	V	4759	12.396	14.231
salarial	A	4759	12.396	14.231
órbita	N	4755	12.386	14.219
rebote	N	4753	12.381	14.213
plano	A	4752	12.378	14.21
normativo	A	4750	12.373	14.204
efectivo	N	4749	12.37	14.201
detective	N	4748	12.368	14.198
requerido	A	4747	12.365	14.195
bote	N	4746	12.362	14.192
Atlántico	K	4745	12.36	14.19
pila	N	4744	12.357	14.187
lateral	A	4739	12.344	14.172
reproductivo	A	4738	12.342	14.169
hervir	V	4737	12.339	14.166
t	N	4731	12.323	14.148
observado	A	4730	12.321	14.145
riguroso	A	4729	12.318	14.142
irregularidad	N	4725	12.308	14.13
seducir	V	4725	12.308	14.13
festejar	V	4723	12.302	14.124
altar	N	4722	12.3	14.121
integridad	N	4721	12.297	14.118
afectado	N	4720	12.295	14.115
elemental	A	4720	12.295	14.115
Bruselas	K	4719	12.292	14.112
propaganda	N	4717	12.287	14.106
noveno	M	4716	12.284	14.103
Centroamérica	K	4713	12.276	14.094
procesamiento	N	4713	12.276	14.094
Zaragoza	K	4712	12.274	14.091
camarero	N	4709	12.266	14.082
1982	N	4706	12.258	14.073
Ángel	K	4706	12.258	14.073
grabado	A	4703	12.25	14.064
adecuadamente	R	4702	12.248	14.061
Enrique	K	4701	12.245	14.058
sospechoso	A	4701	12.245	14.058
encanto	N	4699	12.24	14.052
